ACC,metoncholaimus.1,sphaerolaimus.1,sphaerolaimus.2,oncholaimidae.1,oncholaimidae.2,thoracostoma.10,thoracostoma.11,epacanthion.1,epacanthion.2,thoracostoma.1,pontonema.1,oncholaimidae.3,pontonema.2,thoracostoma.2,oncholaimidae.4,thoracostoma.3,pontonema.3,thoracostoma.4,thoracostoma.5,oncholaimidae.5,oncholaimidae.6,oncholaimidae.7,oncholaimidae.8,sphaerolaimus.3,thoracostoma.6,thoracostoma.7,oncholaimidae.9,epacanthion.3,enoplolaimus.1,enoplolaimus.2,thoracostoma.8,thoracostoma.9,adoncholaimus.1,adoncholaimus.2,adoncholaimus.3,adoncholaimus.4,adoncholaimus.5,adoncholaimus.6,adoncholaimus.7,adoncholaimus.8,adoncholaimus.9,adoncholaimus.10,adoncholaimus.11
P_1131a,0.134682421,0.000344555,0.003133848,0.00237161,0.001095885,1.33E-05,0,0.00068989,0,0,0,0,0,0,0.000151133,0,0,0,0,0.000911064,0,0,0,1.79E-05,0,0,0,0,0,0,0,0,0,0,2.36E-05,0,0,0,0,0,2.12E-06,0,0
P_1161b,6.92163147,0.090053081,0.449907727,0.104681133,0.136946573,7.42E-06,2.77E-05,0.001733753,0,0,3.34E-05,0,0,0,0.000224233,0,0,0,0,0.014943398,0,0,0,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E-06,4.73E-06,0,1.52E-05
P_125,0.101233008,0.001217758,0.001619075,0.002660943,0.001025254,2.01E-05,3.58E-06,0.000174163,7.70E-05,0,0,0,0,0,0.000186781,0,0,0,0,0.00097077,0,0,0,9.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_126,0.010416404,0.000405747,0.003707579,0.001489495,0.001260148,0.000162708,0.000153451,0.001880158,0.00021559,9.37E-05,3.52E-05,1.10E-05,9.67E-05,1.38E-05,0.002086811,0.000380492,5.02E-05,8.13E-05,3.10E-05,0.001641348,0,0,0,0.004546904,0,0.000181257,0,0.000669604,0,0,0.000131355,7.66E-05,0,0,2.23E-05,3.73E-05,0,0,0,2.99E-06,3.39E-05,1.05E-05,1.79E-05
P_130,2.989898447,0.000970549,0.003209996,0.00422867,0.001089498,1.36E-05,3.63E-06,0.000252376,3.91E-05,0,0,0,0,0,6.93E-05,0,0,0,0,0.000887753,0,0,0,1.84E-05,0,0,0,5.20E-05,0,0,0,0,0,0,8.07E-06,0,0,0,0,0,0,0,0
P_17a,0.164927638,0.000699837,0.002146428,0.003122169,0.001587584,2.02E-05,7.19E-06,0.00060054,0.000154938,0,0,0,1.60E-05,0,0.000286354,0,0,0,0,0.002156908,0,0,0,3.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-06
P_1CM17D,2.858692737,0.000933536,0.004021034,0.005538596,0.000857413,3.27E-05,1.40E-05,0.000145651,7.52E-05,0,0,0,0,0,0.000104453,0,0,0,0,0.000842241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34E-05,3.43E-05,0,0,0,0,0,2.68E-06
P_2102,0.001815284,0,0.000619204,0,0.000136924,2.51E-05,6.69E-06,0.000511713,0.000216034,0,0,0,0,1.39E-05,0.000900755,0,0,0,0,0.002125028,0,0,0,6.78E-05,0,2.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_2103,0.001594986,0,0.000135469,8.16E-05,1.50E-05,3.70E-05,6.58E-06,0.000412186,0,0,1.39E-05,0,0,0,0.000528304,0,0,0,0,0.002160825,0,0,0,5.00E-05,0,0,0,0,0,0,1.30E-05,0,0,0,0,0,0,0,0,0,1.97E-06,0,0
P_2CM32C,0.16653192,0.41316618,0.612883045,1.815282324,1.457547364,0.178202319,0.127227113,0.059668507,0.017058622,0.036891844,0.061919988,0.065427644,0.066649345,0.348300283,0.007753593,0.169729518,0.176891375,0.386481042,0.36114152,0.019202523,0.18584716,0.073984076,0.022305138,0.134208657,0.057976899,0.245379276,0.081718737,0.113755809,0.270289414,0.150005961,0.245109456,0.182080691,0.162453007,0.064042474,0.112605801,0.087679027,0.146673595,0.040614294,0.104464659,0.06989117,0.059533817,0.117501333,0.042165732
P_2CM36K,1.07220014,0.005818467,0.033866064,0.011354939,0.010304119,2.32E-05,3.71E-05,0.000516508,0,0,0,0,0,0,0.000275839,0,0,0,0,0.007199907,0,0,0,6.27E-05,0,0,0,0,0,0,0,0,0,0,1.83E-05,0,0,0,0,0,4.93E-06,0,0
P_2CM37A,2.889016903,0.000699125,0.00428849,0.004010134,0.001406117,6.74E-06,2.51E-05,0.000149982,0.000154781,0,7.58E-06,0,0,0,4.58E-05,0,0,0,0,0.000597198,0,0,0,0,0,0,0,0,0,0,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0
P_2CM41L,2.66831838,0.000599702,0.002102069,0.004804871,0.001250231,4.62E-05,7.04E-06,0.000465602,0.000113802,0,0,0,0,0,0.000143583,0,0,0,0,0.001612198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-05,0,0,0,0,0,0,0,5.41E-06
P_303,0.016171824,7.78E-05,0.00032911,0.000317322,0.000378435,1.20E-05,1.92E-05,0.003226647,0.000241129,0,0,0,0,0,0.000743599,0,0,0,0,0.026242409,0,0,0,0.000145841,0,0,0,0.000458526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_802,0.00182192,0,0.0002066,0.000249001,0.000121828,4.39E-05,2.68E-05,0.000698464,0,0,0,0,0,0,0.00044122,0,0,0,0,0.002026454,0,0,0,1.70E-05,0,0,0,4.80E-05,0,0,0,0,0,0,2.23E-05,0,0,0,0,0,0,0,0
P_A22,0.00838907,7.16E-05,0.001635178,0.000510939,0.00032141,0.000104881,5.89E-05,0.000900879,0.000316943,1.65E-05,2.48E-05,0,0,1.22E-05,0.001711382,0,0,0,0,0.003372439,0,0,0,5.96E-05,0,0,0,0,0,1.39E-05,0.000150624,1.35E-05,0,0,0.000104721,0,0,0,0,0,1.94E-05,0,4.29E-05
P_A25,0.010193482,0.000484633,0.002665248,0.00032946,0.000755596,0.000274073,0.000116214,0.004967342,0.000643763,8.40E-05,4.21E-05,1.09E-05,1.48E-05,2.76E-05,0.002356314,0,4.99E-05,0,0,0.007250489,0,0,0,0.000218717,0,2.26E-05,0,0.000190426,0,6.29E-05,0,0.000160052,0,9.14E-06,0.000627773,0,0,0,3.84E-05,1.79E-05,8.94E-05,3.64E-05,0.000262445
P_AC163,0.056217954,0.005124891,0.026219651,0.032090648,0.011491004,1.85E-05,1.65E-05,0.001626249,0.000141826,0,6.95E-05,1.08E-05,0,1.37E-05,0.00021389,0,0,0,0,0.002818568,0,0,0,1.67E-05,0,0,0,9.44E-05,0,0,0,0,0,0,2.93E-05,1.05E-05,0,0,0,0,3.94E-06,0,2.53E-06
P_ACER1,0.007709582,7.61E-05,0.000386366,0.00031044,0.000242071,1.76E-05,1.88E-05,0.015892182,0.004313587,0,0.000138691,2.06E-05,1.39E-05,0,0.005084327,0,0,6.78E-05,0,0.097891871,0,0,0,0.000475594,1.31E-05,0,0,0.000628014,8.14E-05,8.89E-05,6.16E-05,7.18E-06,0,0,0,5.00E-06,0,0,1.81E-05,1.12E-05,5.62E-06,7.84E-05,2.40E-05
P_APAL1,0.010710143,0.000406545,0.001375879,0.000580388,0.000197761,0,0,0.00065121,3.60E-05,0,0,0,0,0,0.000300223,0,0,0,0,0.000974461,0,0,0,6.77E-05,0,0,0,9.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56E-06
P_APM04,0.084244873,0.06296507,0.286023134,0.684277057,0.095708752,8.53E-05,3.79E-05,0.004087282,0.000244919,0,4.00E-05,1.25E-05,0,1.57E-05,0.002370701,0,0,0,0,0.033405181,0,0,0,0.000729694,0,0,0,0.000217342,0,8.98E-06,0,8.70E-06,0,5.22E-06,3.37E-05,6.05E-06,0,0,0,0,0,0,2.04E-05
P_B7P1,0.012877559,0.000162569,0.000550186,0.000911763,0.000456234,6.27E-06,0.000110268,0.003464321,0.000755821,0,8.46E-05,3.30E-05,6.70E-05,0,0.003635651,0.000199637,0,4.52E-05,0,0.04129464,0,0,0,0.019487737,0,9.08E-05,0,9.58E-05,0,0,0,2.30E-05,0,0,7.43E-06,0,0,0,0,2.10E-05,0,0,0
P_B95,0.000693829,0,0.000313871,0,6.94E-05,4.77E-06,5.08E-06,7.07E-05,5.48E-05,0,0,0,1.13E-05,1.06E-05,0.000527829,6.90E-05,0,0,1.18E-05,0.00091085,0,0,0,0,9.02E-05,0,0,0,0.000727532,0.000222737,0,1.17E-05,0,0,0,0,0,0,0,0,0,0,0
P_BMB,0.010318414,0.002486818,0.001803468,0.006665689,0.002565613,0.000635602,0.052720618,0.000548736,0.000408988,0.015511316,0.000924824,0.000278965,0.002676113,0.000145507,0.051234568,0.003934306,0.002019958,2.37E-05,0.000922145,0.002962066,0.000102968,0.000520258,0.00521064,0.001568772,0.000445347,0.00267811,0,0.000795673,0.00026602,0.001681065,0.000586553,0.002158796,0.001010054,0.001085868,0.004853096,0.000251979,0.00074627,8.59E-05,0.00018598,9.17E-05,0.000239394,0.001034454,4.03E-05
P_BZA4,0.008953904,0,0.000484214,0.000583589,0.000351814,1.26E-05,1.34E-05,0.003180466,0.000289607,0,0,0,7.49E-06,0,0.001747046,0,0,0,0,0.040164854,0,0,0,0.000170297,0,0,0,0.000289124,8.75E-05,0,0,3.86E-05,0,0,0,0,0,0,0,0,0,0,0
P_BZB3,0.000867647,0.000165239,0.000559222,0.000168498,0,6.37E-06,0,0.000236324,0.000914566,0,0,0,0,1.41E-05,0.000131977,0,0,0,0,0.000652546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_BZK2,0.005412797,7.97E-05,0.00053933,0.001300035,7.45E-05,1.84E-05,1.31E-05,0.000182334,3.53E-05,0,0,0,0,0,0.001116333,0,0,0,0,0.000651224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_C2R02,0.004473275,0.001767031,0.010908318,0.002402504,0.001775441,2.52E-05,1.61E-05,0.002995189,0.001130152,0,0.000107901,0,0,2.23E-05,0.001372774,0,0,0,0,0.008425502,0,0,0,0.000245375,0,0,0,0,7.00E-05,0,0,0,0,0,0,0,0,0,0,4.83E-06,0,0,6.19E-06
P_CNAT218,0.000957253,0.000192188,8.13E-05,0,0.000143828,7.41E-06,1.19E-05,0.000357326,8.51E-05,0,0,0,0,0,0.000294421,0,0,0,0,0.001333148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_CNAT2181,0.001003354,0,0.000162602,0,5.39E-05,1.48E-05,3.95E-06,0.000467257,0,0,0,0,0,0,0.000231503,0,0,0,0,0.001501394,0,0,0,4.00E-05,0,0,0,0,0,0,0,0,0,0,8.79E-06,0,0,0,0,0,2.36E-06,0,0
P_CNAT241,0.000968884,0,0.000325246,0,5.39E-05,7.41E-06,0,0.000467319,0.000255319,0,0,0,0,0,0.000279351,0,0,0,0,0.001518094,0,0,0,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36E-06,0,3.03E-06
P_CNC920,0.00161899,0,0.000160184,0.000289588,7.08E-05,0,0,0.001462162,0.00016766,1.09E-05,0,0,0,0,0.00291522,2.11E-05,0,0,0,0.01099064,0,0,0,7.89E-05,0,0,0,0,0,0,0,0,0,0,0.000138491,0,0,0,0,0,0,0,5.97E-06
P_CO109Y,0.00228653,0.000166751,0.000423255,0,1.56E-05,1.93E-05,6.85E-06,0.000238486,0.000110752,0,0,0,0,1.42E-05,0.000604791,1.86E-05,0,6.49E-05,0.000127304,0.000999228,0,0,0,1.74E-05,0,9.31E-05,0,0,0,0,5.40E-05,7.87E-05,0,0,0,5.48E-06,0,0,0,0,0,0,0
P_CO133X,0.039466246,0.000344417,0.003569701,0.472903095,0.552588596,0.029887167,0.020490635,0.000492582,0.00232566,0.004366163,0.003474317,0.010211866,0.00381117,0.050710186,0.005682132,0.020935965,0.012505494,0.058751555,0.050550473,0.000940268,0.029365248,0.032784651,0.009887193,0.000699467,0.010106308,0.030723737,0.020456915,0.010809584,0.018053048,0.009104512,0.033115585,0.025227016,0.045876773,0.019436449,0.035373926,0.032848867,0.057427265,0.011022143,0.039953737,0.025329182,0.022590373,0.041845889,0.012839533
P_CO302Y,0.005644234,0.000344525,0.000801613,0.000263489,0.000161146,1.99E-05,7.08E-06,0.000147821,3.81E-05,0,0,0,0,0,0.000121798,0,0,0,0,0.00060338,0,0,0,1.79E-05,0,0,0,0,0,0,0,0,0,0,7.88E-06,0,0,0,0,0,2.12E-06,5.55E-06,0
P_CO325X,0.006451772,0,0.000797229,0.000480422,0.000370211,7.27E-06,0,0.00059295,0.000333775,0,0,0,0,0,0.000676096,0,0,1.05E-05,0,0.003465463,0,0,0,1.96E-05,2.43E-05,0,0,0.000222145,0,0,0,0,0,0,1.72E-05,0,1.90E-05,0,0,0,0,0,2.97E-06
P_CO342X,0.143043441,0.319158877,0.326393974,0.822323214,0.980071396,0.138056263,0.099298708,0.045982406,0.015095016,0.028503677,0.046415937,0.044532763,0.050626512,0.26812319,0.005913044,0.136087218,0.141490532,0.310618554,0.288673872,0.002177287,0.131274777,0.061991025,0.020542804,0.11872644,0.044647841,0.18783753,0.058609193,0.09214235,0.215489147,0.119806621,0.193705262,0.145017612,0.116230152,0.046469092,0.083525197,0.059790087,0.106341909,0.030148879,0.071703253,0.047672565,0.042152143,0.08229251,0.032348298
P_CO348,0.012623002,0.034481172,0.031385768,0.08840728,0.091387478,0.009775429,0.00675034,0.000141476,0.001783318,0.001738412,0.006854819,0.005117908,0.007530582,0.026202796,0.000292352,0.013646424,0.027816987,0.026543447,0.023910314,0.000630864,0.015336818,0.009860546,0.002931785,0.021340681,0.003785701,0.017084361,0.008148685,0.011494131,0.022637526,0.014082584,0.017144518,0.012614297,0.011627583,0.00509529,0.005446432,0.007020945,0.011631516,0.002807458,0.008221846,0.005200265,0.005235729,0.009973123,0.00322084
P_Cn537,0.006680367,0,0.000402221,0.000484769,5.93E-05,0,9.77E-06,0.003966106,0.002104968,4.58E-05,6.88E-06,0,0,0.000405648,0.001711759,3.54E-05,9.79E-05,0.000484906,9.07E-05,0.005961353,0,0,0,0.00018154,0.000197288,8.85E-05,0,0.000233495,0,0,0.000141077,2.99E-05,3.60E-05,1.35E-05,7.24E-06,0.002726642,0.000384087,0,0,0.000119841,8.57E-05,2.55E-05,0.000167462
P_CnMc713,0.001659258,0.000570099,0.000401958,0.000484452,0.000106662,3.66E-05,1.17E-05,0.000733816,0.000252431,0,0,0,8.71E-06,0,0.000684255,0,0,0,0,0.002042555,0,0,0,5.94E-05,0,0,0,0,0.000101641,0.000388554,0,0,0,0,9.56E-05,0,0,0,0,0,9.35E-06,0,1.50E-05
P_CnMc715,0.00125996,0.000380017,0.000241143,0.000290633,0.000124422,0,7.81E-06,0.000815245,0,0,0,0,0,0,0.000816024,0,0,0,0,0.002192361,0,0,0,3.96E-05,0,0,0,0,0.000203256,0.000222002,0,0,0,0,0.000121617,1.25E-05,0,0,0,3.50E-06,2.34E-06,0,8.99E-06
P_CnMc737,0.006111004,0.000156426,0.000397048,0.000638045,0.000131698,0.000699663,5.79E-05,0.011499183,0.008415464,0,0.000162886,0,0,0.000106781,0.003053823,3.49E-05,9.67E-05,0.000478669,0.000119422,0.026552208,0,0,0,0.000130331,3.36E-05,0.002271078,0,0.000691474,0.000167332,0.000373146,0.000227884,0.000258302,0,0,0,0,0,0,0.00053973,1.73E-05,2.89E-05,8.57E-05,1.97E-05
P_D15MCD2,0.01111284,0.000335782,0.001775617,0.002311229,0.000345524,0.000161841,0.000103525,0.000960466,0.000260188,0.000164838,7.28E-06,0,0,0,0.002193889,3.75E-05,0,5.60E-05,6.41E-05,0.003012411,0,0,0,0.000139883,0,0,0,0.000148431,0,0,5.44E-05,3.96E-05,0,1.43E-05,3.07E-05,0,0,0,0,3.10E-06,8.26E-06,0,1.85E-05
P_DL2H1,0.00104628,0.000135682,0.000286995,0,7.62E-05,0,0,0.000329887,0.000120156,0,0,0,0,0,2.66E-05,0,0,0,0,0.00068958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-06,0,0
P_DL2H22,0.002080357,0.000138946,0.000176339,0,3.90E-05,1.07E-05,5.71E-06,0.000178847,3.08E-05,0,0,0,0,0,7.64E-05,0,0,0,0,0.000515311,0,0,0,0,0,0,0,0,0,0,0,6.56E-06,0,0,0,0,0,0,0,0,1.71E-06,8.95E-06,0
P_DL2H6,0.001898032,0.000136625,0.000404585,0.00013932,7.67E-05,4.21E-05,1.97E-05,0.00054712,9.07E-05,0,0,0,0,0,0.000259391,0,0,0,0,0.000926612,0,0,0,1.42E-05,0,0,0,0,0,0,0,0,0,3.87E-06,0,0,0,0,0,0,1.68E-06,0,0
P_DSM17587,0.054763181,0.072691599,0.318563309,0.727376162,0.097541434,2.82E-05,3.00E-05,0.003186801,8.09E-05,0,0,0,0,3.12E-05,0.000571551,0,0,6.10E-05,3.49E-05,0.020810264,0,0,0,0.000209239,0,5.10E-05,0,0,0,0,1.48E-05,0,0,0,1.67E-05,0,0,0,0,0,0,0,0
P_EB27,0.027399299,0.002113801,0.007797616,0.016899016,0.004540084,1.96E-05,1.04E-05,0.000120926,3.74E-05,0,2.93E-05,0,0,0,0.000101852,0,0,0,0,0.000571993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-05,0,0,0,0,0,2.08E-06,0,5.33E-06
P_ECSMB14103,0.033199861,0.059628574,0.272432832,0.65431338,0.088830439,7.18E-06,0,0.000612952,0.000165016,0,0,0,0,0,0.000222025,0,0,0,0,0.016784283,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0,0,4.58E-06,0,0
P_EKP108,0.031237118,0.006342822,0.06010517,0.057866214,0.023908024,6.52E-06,0,2.42E-05,3.74E-05,0,7.34E-05,0,0,0,6.64E-05,0,0,0,0,0.000394966,0,0,0,3.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-06,0,2.67E-06
P_FE4,0.030894298,0.000687116,0.002543427,0.00078825,0.000401733,7.29E-05,3.88E-05,0.001105545,0.000228183,0,1.49E-05,0,0,1.47E-05,0.001133592,0,0,0,0,0.003778237,0,0,0,0.000107342,0,0,0,0.000911208,0,0,0,0,0,4.86E-06,7.85E-06,0,0,0,0,0,0,5.53E-06,8.13E-06
P_G4,0.001918742,8.69E-05,0.001029168,0.000354396,0.000178812,4.69E-05,1.07E-05,0.001391743,0.000961787,0.000110395,0,0,1.59E-05,0,0.000311712,0,0,0,0,0.002312325,0,0,0,1.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14E-06,1.12E-05,2.74E-06
P_HMSA03,0.002746139,0.000145738,0.000801486,0,6.82E-05,2.25E-05,0,0.000208432,0.000161326,8.42E-06,0,0,0,0,0.000286232,0,0,0,0,0.001261165,0,0,0,9.11E-05,0,0,0,8.59E-05,0,7.09E-06,0,0,0,0,2.67E-05,0,0,0,0,0,3.58E-06,0,9.19E-06
P_Hal040,0.012433787,0.00090228,0.002082001,0.001421931,0.000629202,6.96E-05,3.37E-05,0.001384281,0.000435834,1.89E-05,0,0,0,1.40E-05,0.001312429,0,0,0,0,0.004501168,0,0,0,0.000119598,0,0,0,0.000725178,0,0,7.97E-05,2.32E-05,0,4.64E-06,7.50E-05,0,0,0,3.90E-05,0,6.05E-06,0,1.04E-05
P_JC28,0.002137426,0,0.000117032,0.00042315,6.47E-05,5.33E-06,0,0.000771526,0.000704339,0,0,0,0,0,0.000202846,0,0,0,0,0.002686117,0,0,0,4.32E-05,0,0,0,0.000163052,0,0,0,0,0,0,1.90E-05,0,0,0,0,0,0,0,4.36E-06
